,recall,precision,Top-K,CSSR
0,0.8424124513618677,0.8011100832562442,1,0.0009157509157509158
1,0.9328793774319066,0.4435707678075856,2,0.0018315018315018315
2,0.958171206225681,0.30373111316682083,3,0.0027472527472527475
3,0.9747081712062257,0.23172987974098058,4,0.003663003663003663
4,0.9815175097276264,0.1866790009250694,5,0.004578754578754579
5,0.9854085603112841,0.15618254702436016,6,0.005494505494505495
6,0.9873540856031129,0.1341350601295097,7,0.00641025641025641
7,0.9902723735408561,0.11771507863089732,8,0.007326007326007326
8,0.9922178988326849,0.10484119642306507,9,0.008241758241758242
9,0.9922178988326849,0.09435707678075855,10,0.009157509157509158
10,0.9941634241245136,0.08594735514254478,11,0.010073260073260074
11,0.995136186770428,0.07886216466234967,12,0.01098901098901099
12,0.9961089494163424,0.07286700348679997,13,0.011904761904761904
13,0.9970817120622568,0.06772829390775736,14,0.01282051282051282
14,0.9970817120622568,0.06321307431390688,15,0.013736263736263736
15,0.9970817120622568,0.059262257169287694,16,0.014652014652014652
16,0.9980544747081712,0.055830657887576865,17,0.015567765567765568
17,0.9990272373540856,0.05278034741494501,18,0.016483516483516484
18,0.9990272373540856,0.050002434393105796,19,0.0173992673992674
19,0.9990272373540856,0.04750231267345051,20,0.018315018315018316
