,recall,precision,Top-K,CSSR
0,0.6954261954261954,0.2619420516836335,1,4.53021654435082e-05
1,0.8451143451143451,0.1591620986687549,2,9.06043308870164e-05
2,0.918918918918919,0.11537457582876534,3,0.0001359064963305246
3,0.9449064449064449,0.0889780736100235,4,0.0001812086617740328
4,0.9584199584199584,0.07220046985121378,5,0.000226510827217541
5,0.9667359667359667,0.060689115113547375,6,0.0002718129926610492
6,0.9760914760914761,0.0525226535406645,7,0.0003171151581045574
7,0.9844074844074844,0.04634886452623336,8,0.0003624173235480656
8,0.9875259875259875,0.04132950491603585,9,0.0004077194889915738
9,0.9875259875259875,0.03719655442443226,10,0.000453021654435082
10,0.9896049896049897,0.033886239054602404,11,0.0004983238198785902
11,0.9906444906444907,0.031095014356564865,12,0.0005436259853220984
12,0.9927234927234927,0.02876332751039094,13,0.0005889281507656066
13,0.9927234927234927,0.026708804116791586,14,0.0006342303162091148
14,0.9948024948024948,0.024980422866092405,15,0.000679532481652623
15,0.9948024948024948,0.02341914643696163,16,0.0007248346470961312
16,0.9958419958419958,0.02206458150997282,17,0.0007701368125396393
17,0.9958419958419958,0.020838771426085444,18,0.0008154389779831476
18,0.9958419958419958,0.019741993982607262,19,0.0008607411434266558
19,0.9958419958419958,0.0187548942834769,20,0.000906043308870164
